8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,0,0,0,6,7,7,7,7,7,7,7,7,8,0,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,3,4,4,7,7,7,7,7,7,7,7,7,7,5,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,9,10,10,7,7,7,7,7,7,7,7,7,7,11,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,0,0,0,6,7,7,7,7,7,7,7,7,8,0,0,0,0,0,0,0,0,0,0,6,
7,4,4,5,0,0,0,0,0,6,7,7,7,7,7,7,7,7,7,4,4,5,0,0,0,0,0,0,0,6,
7,10,10,11,0,0,0,0,0,6,7,7,7,7,7,7,7,7,7,10,10,11,0,0,0,0,0,0,0,6,
8,0,0,0,0,0,0,0,0,6,7,7,7,7,7,7,7,7,8,0,0,0,0,0,0,0,0,0,0,6,
8,0,0,0,0,3,4,4,4,7,7,7,7,7,7,7,7,7,8,0,0,0,0,3,4,4,5,0,0,6,
8,0,0,0,0,6,7,10,10,10,10,10,10,10,10,10,10,10,11,0,0,0,0,6,7,7,8,0,0,6,
8,0,0,3,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,0,0,6,
8,0,0,9,10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,0,0,6,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,0,0,6,
7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,0,0,6,
7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,0,0,6,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,0,0,6,
7,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,0,0,6,
7,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,11,0,0,6,
7,7,7,7,4,4,5,0,0,0,0,0,0,3,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,6,
7,7,7,7,7,7,8,0,0,0,0,3,4,7,7,7,7,7,4,5,0,0,0,0,0,0,0,0,0,6,
7,7,7,7,7,7,7,4,4,4,4,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,7
